16	32	0.0	62.65999984741211	
16	32	0.5	62.599998474121094	
16	32	0.6	62.56999969482422	
16	32	0.7	62.79999923706055	
16	32	0.8	62.630001068115234	
16	32	0.9	61.619998931884766	
16	32	0.95	58.290000915527344	
16	32	0.97	53.959999084472656	
16	32	0.98	50.150001525878906	
16	32	0.99	35.4900016784668	
16	16	0.0	62.63999938964844	
16	16	0.5	62.52000045776367	
16	16	0.6	62.61000061035156	
16	16	0.7	62.810001373291016	
16	16	0.8	62.560001373291016	
16	16	0.9	61.58000183105469	
16	16	0.95	58.2599983215332	
16	16	0.97	53.90999984741211	
16	16	0.98	50.06999969482422	
16	16	0.99	35.470001220703125	
15	15	0.0	62.630001068115234	
15	15	0.5	62.5099983215332	
15	15	0.6	62.61000061035156	
15	15	0.7	62.810001373291016	
15	15	0.8	62.59000015258789	
15	15	0.9	61.58000183105469	
15	15	0.95	58.2599983215332	
15	15	0.97	53.93000030517578	
15	15	0.98	50.06999969482422	
15	15	0.99	35.470001220703125	
14	14	0.0	62.52000045776367	
14	14	0.5	62.540000915527344	
14	14	0.6	62.599998474121094	
14	14	0.7	62.709999084472656	
14	14	0.8	62.599998474121094	
14	14	0.9	61.68000030517578	
14	14	0.95	58.369998931884766	
14	14	0.97	54.0	
14	14	0.98	50.22999954223633	
14	14	0.99	35.459999084472656	
13	13	0.0	62.59000015258789	
13	13	0.5	62.58000183105469	
13	13	0.6	62.720001220703125	
13	13	0.7	62.65999984741211	
13	13	0.8	62.43000030517578	
13	13	0.9	61.75	
13	13	0.95	58.31999969482422	
13	13	0.97	54.0099983215332	
13	13	0.98	50.029998779296875	
13	13	0.99	35.540000915527344	
12	12	0.0	62.290000915527344	
12	12	0.5	62.54999923706055	
12	12	0.6	62.47999954223633	
12	12	0.7	62.70000076293945	
12	12	0.8	62.369998931884766	
12	12	0.9	61.61000061035156	
12	12	0.95	57.97999954223633	
12	12	0.97	53.630001068115234	
12	12	0.98	49.65999984741211	
12	12	0.99	35.099998474121094	
11	11	0.0	62.0099983215332	
11	11	0.5	62.20000076293945	
11	11	0.6	61.91999816894531	
11	11	0.7	61.95000076293945	
11	11	0.8	62.060001373291016	
11	11	0.9	61.08000183105469	
11	11	0.95	57.27000045776367	
11	11	0.97	52.90999984741211	
11	11	0.98	48.86000061035156	
11	11	0.99	33.9900016784668	
10	10	0.0	55.38999938964844	
10	10	0.5	55.29999923706055	
10	10	0.6	54.900001525878906	
10	10	0.7	55.2400016784668	
10	10	0.8	54.70000076293945	
10	10	0.9	55.09000015258789	
10	10	0.95	54.619998931884766	
10	10	0.97	51.209999084472656	
10	10	0.98	47.95000076293945	
10	10	0.99	33.91999816894531	
9	9	0.0	53.90999984741211	
9	9	0.5	53.06999969482422	
9	9	0.6	53.790000915527344	
9	9	0.7	53.720001220703125	
9	9	0.8	52.880001068115234	
9	9	0.9	53.349998474121094	
9	9	0.95	52.720001220703125	
9	9	0.97	48.0	
9	9	0.98	43.439998626708984	
9	9	0.99	29.920000076293945	
8	8	0.0	47.869998931884766	
8	8	0.5	47.880001068115234	
8	8	0.6	48.599998474121094	
8	8	0.7	48.5099983215332	
8	8	0.8	47.540000915527344	
8	8	0.9	43.59000015258789	
8	8	0.95	35.43000030517578	
8	8	0.97	31.559999465942383	
8	8	0.98	27.899999618530273	
8	8	0.99	19.6299991607666	
