16	32	0.0	72.41000366210938	
16	32	0.5	72.44999694824219	
16	32	0.6	72.54000091552734	
16	32	0.7	72.30000305175781	
16	32	0.8	72.12000274658203	
16	32	0.9	70.81999969482422	
16	32	0.95	68.30999755859375	
16	32	0.97	65.45999908447266	
16	32	0.98	62.83000183105469	
16	32	0.99	50.65999984741211	
16	16	0.0	72.44999694824219	
16	16	0.5	72.4000015258789	
16	16	0.6	72.52999877929688	
16	16	0.7	72.2300033569336	
16	16	0.8	72.12999725341797	
16	16	0.9	70.7699966430664	
16	16	0.95	68.30999755859375	
16	16	0.97	65.26000213623047	
16	16	0.98	62.79999923706055	
16	16	0.99	50.790000915527344	
15	15	0.0	72.44999694824219	
15	15	0.5	72.4000015258789	
15	15	0.6	72.48999786376953	
15	15	0.7	72.23999786376953	
15	15	0.8	72.12999725341797	
15	15	0.9	70.76000213623047	
15	15	0.95	68.27999877929688	
15	15	0.97	65.26000213623047	
15	15	0.98	62.79999923706055	
15	15	0.99	50.81999969482422	
14	14	0.0	72.47000122070312	
14	14	0.5	72.4800033569336	
14	14	0.6	72.4000015258789	
14	14	0.7	72.19999694824219	
14	14	0.8	72.02999877929688	
14	14	0.9	70.69999694824219	
14	14	0.95	68.0199966430664	
14	14	0.97	65.33000183105469	
14	14	0.98	62.7599983215332	
14	14	0.99	50.529998779296875	
13	13	0.0	72.31999969482422	
13	13	0.5	72.45999908447266	
13	13	0.6	72.51000213623047	
13	13	0.7	72.23999786376953	
13	13	0.8	72.01000213623047	
13	13	0.9	70.68000030517578	
13	13	0.95	68.19000244140625	
13	13	0.97	65.12000274658203	
13	13	0.98	62.0099983215332	
13	13	0.99	49.95000076293945	
12	12	0.0	72.22000122070312	
12	12	0.5	72.45999908447266	
12	12	0.6	72.41000366210938	
12	12	0.7	72.06999969482422	
12	12	0.8	71.87999725341797	
12	12	0.9	69.80000305175781	
12	12	0.95	67.45999908447266	
12	12	0.97	64.66999816894531	
12	12	0.98	61.400001525878906	
12	12	0.99	48.65999984741211	
11	11	0.0	71.97000122070312	
11	11	0.5	72.37999725341797	
11	11	0.6	72.1500015258789	
11	11	0.7	71.81999969482422	
11	11	0.8	71.3499984741211	
11	11	0.9	67.58999633789062	
11	11	0.95	64.52999877929688	
11	11	0.97	61.630001068115234	
11	11	0.98	58.68000030517578	
11	11	0.99	42.290000915527344	
10	10	0.0	69.13999938964844	
10	10	0.5	69.77999877929688	
10	10	0.6	69.05000305175781	
10	10	0.7	68.55999755859375	
10	10	0.8	68.02999877929688	
10	10	0.9	62.68000030517578	
10	10	0.95	59.619998931884766	
10	10	0.97	56.849998474121094	
10	10	0.98	54.189998626708984	
10	10	0.99	41.400001525878906	
9	9	0.0	68.0199966430664	
9	9	0.5	68.05000305175781	
9	9	0.6	67.73999786376953	
9	9	0.7	66.16999816894531	
9	9	0.8	61.25	
9	9	0.9	49.0099983215332	
9	9	0.95	46.220001220703125	
9	9	0.97	46.209999084472656	
9	9	0.98	42.4900016784668	
9	9	0.99	23.100000381469727	
8	8	0.0	61.9900016784668	
8	8	0.5	61.18000030517578	
8	8	0.6	58.0	
8	8	0.7	47.11000061035156	
8	8	0.8	24.549999237060547	
8	8	0.9	10.270000457763672	
8	8	0.95	18.40999984741211	
8	8	0.97	23.719999313354492	
8	8	0.98	25.719999313354492	
8	8	0.99	15.770000457763672	
